date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:44	206507/206507	---M--	200	added ('OK')	application/javascript	etag:%22246c3f-326ab-565a83aaed240%22	http://www.jichel.me/wp-content/themes/creativo/js/plugins.js	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/js/plugins.js	(from http://jichel.me/)
14:22:44	11891/11891	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252ef5c943baad21:0%22	https://img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	(from http://jichel.me/)
14:22:45	847/847	---M--	200	added ('OK')	image/gif	etag:%22144faf-34f-57d5966cfa980%22	http://www.jichel.me/wp-content/plugins/contact-form-7/images/ajax-loader.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://www.jichel.me/wp-content/plugins/contact-form-7/includes/css/styles.css)
14:22:45	326/326	---M--	200	added ('OK')	text/html	etag:%22164e0c-146-5654409ca7d00%22	http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/openhand.cur	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/revslider/public/assets/css/openhand.html	(from http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/settings.css)
14:22:45	326/326	---M--	200	added ('OK')	text/html	etag:%22164e0a-146-5654409ca7d00%22	http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/closedhand.cur	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/settings.css)
14:22:45	933/933	---M--	200	added ('OK')	image/png	etag:%22164e03-3a5-56544095fad40%22	http://www.jichel.me/wp-content/plugins/revslider/public/assets/assets/gridtile.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/settings.css)
14:22:46	951/951	---M--	200	added ('OK')	image/png	etag:%22164e06-3b7-56544095fad40%22	http://www.jichel.me/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/settings.css)
14:22:46	938/938	---M--	200	added ('OK')	image/png	etag:%22164e04-3aa-56544098d7400%22	http://www.jichel.me/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/settings.css)
14:22:46	935/935	---M--	200	added ('OK')	image/png	etag:%22164e05-3a7-56544095fad40%22	http://www.jichel.me/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/settings.css)
14:22:47	184/184	---M--	200	added ('OK')	image/png	etag:%22164e02-b8-56544095fad40%22	http://www.jichel.me/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/settings.css)
14:22:47	2545/2545	---M--	200	added ('OK')	image/gif	etag:%22164e08-9f1-5654409ca7d00%22	http://www.jichel.me/wp-content/plugins/revslider/public/assets/assets/loader.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from http://www.jichel.me/wp-content/plugins/revslider/public/assets/css/settings.css)
14:22:47	6682/6682	---M--	200	added ('OK')	image/png	etag:%222a19ff-1a1a-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:47	1097/1097	---M--	200	added ('OK')	image/png	etag:%222a1a02-449-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite_x.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite_x.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:48	1162/1162	---M--	200	added ('OK')	image/png	etag:%222a1a03-48a-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite_y.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite_y.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:48	1358/1358	---M--	200	added ('OK')	image/png	etag:%222a1a00-54e-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite_next.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite_next.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:48	1376/1376	---M--	200	added ('OK')	image/png	etag:%222a1a01-560-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite_prev.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/sprite_prev.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:49	1537/1537	---M--	200	added ('OK')	image/png	etag:%222a19fd-601-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/default_thumb.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/default_thumb.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:49	6331/6331	---M--	200	added ('OK')	image/gif	etag:%222a19fe-18bb-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/loader.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/default/loader.gif	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:50	4099/4099	---M--	200	added ('OK')	image/png	etag:%222a1a11-1003-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_rounded/sprite.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_rounded/sprite.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:50	1411/1411	---M--	200	added ('OK')	image/png	etag:%222a1a0d-583-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_rounded/btnNext.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_rounded/btnNext.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:50	1442/1442	---M--	200	added ('OK')	image/png	etag:%222a1a0e-5a2-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_rounded/btnPrevious.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_rounded/btnPrevious.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:51	4076/4076	---M--	200	added ('OK')	image/png	etag:%222a19f6-fec-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/sprite.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/sprite.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:51	130/130	---M--	200	added ('OK')	image/png	etag:%222a19f3-82-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/contentPattern.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/contentPattern.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:51	1411/1411	---M--	200	added ('OK')	image/png	etag:%222a19f1-583-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/btnNext.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/btnNext.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:51	1442/1442	---M--	200	added ('OK')	image/png	etag:%222a19f2-5a2-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/btnPrevious.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/btnPrevious.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:52	2545/2545	---M--	200	added ('OK')	image/gif	etag:%222a19f5-9f1-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/loader.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_rounded/loader.gif	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:53	2545/2545	---M--	200	added ('OK')	image/gif	etag:%222a19fb-9f1-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_square/loader.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_square/loader.gif	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:53	3507/3507	---M--	200	added ('OK')	image/png	etag:%222a19fc-db3-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_square/sprite.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_square/sprite.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:54	1411/1411	---M--	200	added ('OK')	image/png	etag:%222a19f7-583-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_square/btnNext.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_square/btnNext.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:54	1442/1442	---M--	200	added ('OK')	image/png	etag:%222a19f8-5a2-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_square/btnPrevious.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/dark_square/btnPrevious.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:54	3507/3507	---M--	200	added ('OK')	image/png	etag:%222a1a16-db3-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_square/sprite.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_square/sprite.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:54	1411/1411	---M--	200	added ('OK')	image/png	etag:%222a1a12-583-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_square/btnNext.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_square/btnNext.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:55	1442/1442	---M--	200	added ('OK')	image/png	etag:%222a1a13-5a2-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_square/btnPrevious.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_square/btnPrevious.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:55	4227/4227	---M--	200	added ('OK')	image/png	etag:%222a1a0c-1083-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/sprite.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/sprite.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:55	142/142	---M--	200	added ('OK')	image/png	etag:%222a1a09-8e-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/contentPatternTop.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/contentPatternTop.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:56	137/137	---M--	200	added ('OK')	image/png	etag:%222a1a07-89-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/contentPatternLeft.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/contentPatternLeft.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
